2325 3389 36
1020 1270 1027 3282
691 587 2309 1188
305 533 943 1796
990 119 1429 1260
777 171 831 2497
273 1968 1931 3196
706 9 1433 1655
1158 514 2043 2165
560 2734 1886 2901
712 634 1956 2342
271 1841 676 2637
502 937 2317 1462
925 284 1462 2528
213 1381 1484 1858
42 194 46 3383
170 2223 989 3025
1165 327 1722 328
1316 1929 1748 3157
103 310 417 659
1264 1427 1637 3367
542 1673 763 1826
1137 48 1715 2112
286 277 1893 3029
744 512 2264 2130
735 1009 1298 2369
1425 825 2285 3228
616 1581 690 2273
1863 1245 2325 2702
590 786 970 1863
1078 2829 1553 2977
1201 730 1234 2030
493 1781 555 3166
1358 196 1397 2476
1062 2229 1501 2640
396 164 1158 1296
281 844 1618 1183
