1069 1502 348
12 771 993 1495
335 59 1006 1305
43 18 60 1438
237 526 697 1338
113 63 235 219
619 506 708 988
131 347 337 581
124 573 301 882
89 338 192 1139
547 344 808 1190
13 249 618 909
320 27 409 718
259 1292 827 1452
86 888 217 966
350 398 609 725
374 593 643 1178
106 546 1006 932
154 1019 683 1479
152 1142 273 1262
765 608 1061 1114
201 576 654 881
833 260 1045 803
519 739 791 1340
228 357 233 1133
373 727 492 1236
352 579 1061 946
137 305 443 1164
20 1428 951 1496
671 61 910 153
322 87 649 350
360 387 395 1032
202 442 631 1089
6 262 447 796
741 313 746 788
263 505 848 675
132 1085 1027 1496
354 948 401 1038
179 236 570 590
713 195 985 1391
38 238 462 1310
706 812 1049 1427
827 209 845 271
640 739 691 1242
278 1130 298 1353
805 816 938 1232
101 547 1009 1015
722 839 880 1361
615 490 1026 946
487 46 915 102
699 439 916 1175
279 114 851 201
372 721 473 990
411 450 453 1289
432 1008 685 1454
877 827 894 1321
560 133 994 832
144 29 497 271
320 569 709 1485
206 718 912 1003
102 378 988 1068
883 769 934 1332
124 149 372 1390
896 571 975 606
609 932 972 1198
196 827 591 1032
979 3 990 525
587 793 897 1209
101 305 689 774
667 43 749 1371
508 573 777 814
145 994 751 1319
280 22 542 652
137 657 541 1193
1014 650 1020 836
301 635 309 828
291 621 418 870
592 419 674 1207
455 1233 582 1239
880 977 982 1435
66 394 520 436
64 827 361 893
347 196 531 1415
250 1371 630 1442
690 519 840 822
43 294 774 594
422 427 863 1005
674 572 948 1302
79 135 599 900
393 13 1041 491
73 641 308 1488
465 547 818 708
784 103 827 935
86 2 846 968
250 1368 1014 1467
10 1207 638 1385
614 438 855 1355
250 716 360 1430
209 654 649 1262
1014 349 1052 1244
442 1074 963 1470
203 228 265 1178
468 193 898 770
116 436 1062 1168
749 36 948 428
465 309 510 1286
188 81 1030 396
762 638 846 976
483 515 681 1121
131 31 792 1227
355 643 966 1426
417 778 1058 1287
94 155 303 1425
163 755 628 969
283 873 793 1342
43 1288 689 1360
295 117 486 583
596 878 656 1415
47 398 712 833
520 936 888 1099
328 525 781 531
16 1023 325 1263
651 834 828 1398
380 475 509 797
513 802 999 1330
474 1226 1006 1316
677 253 735 1073
524 225 750 954
859 183 1053 415
426 1133 777 1471
25 98 1013 1003
15 401 480 644
215 206 556 344
8 635 52 1457
249 1226 689 1358
719 532 962 996
311 437 485 858
355 162 1056 715
123 217 441 312
471 428 829 813
695 57 1029 462
558 102 740 375
234 351 841 1175
367 93 891 1277
338 461 910 658
289 928 522 1029
126 497 186 1256
625 710 799 920
198 139 980 742
779 613 966 964
446 495 1001 1499
485 127 1055 487
313 987 881 1258
876 198 943 595
178 246 948 1063
8 408 870 1274
387 195 1048 336
361 882 628 1329
548 60 1038 809
311 306 344 683
288 509 654 1181
223 364 1006 544
178 287 400 802
142 534 677 1221
181 806 791 1107
537 1075 830 1098
340 1037 809 1069
259 1051 925 1410
655 61 949 539
286 1200 646 1283
641 12 717 446
55 18 976 36
59 663 292 1471
710 556 718 1342
551 271 890 810
96 315 583 733
125 653 849 801
790 70 1004 814
166 841 605 1321
234 669 857 1270
66 484 224 814
404 201 431 1021
129 843 392 1275
177 56 877 1235
100 451 897 687
867 135 1063 228
336 578 364 833
471 328 553 1435
97 782 319 937
222 798 591 943
785 34 871 192
703 979 1065 1339
668 870 676 1445
247 79 995 1498
280 598 982 637
501 688 576 1246
552 324 660 732
833 138 1027 917
102 635 931 721
815 416 943 1120
194 1281 825 1432
371 1016 1006 1452
245 1074 247 1499
296 794 874 888
83 33 448 1412
439 117 849 469
304 608 688 1231
281 65 976 701
765 8 995 1254
548 555 730 1024
574 747 880 1271
172 141 1045 1292
126 274 307 965
110 274 690 665
460 361 866 530
199 276 863 855
2 742 532 1145
252 470 264 1032
267 244 1043 506
336 483 435 641
269 143 1037 1434
360 776 595 1434
75 179 755 375
628 130 721 139
756 1176 902 1252
267 186 940 765
250 61 366 712
491 410 853 601
590 101 844 1437
453 1033 956 1271
157 130 412 938
105 1142 840 1338
77 238 410 569
410 14 1046 1114
81 544 972 1098
21 1317 338 1458
403 54 803 987
697 240 790 593
135 76 870 853
352 802 1034 926
325 15 648 1463
492 190 545 1168
147 265 984 588
584 58 954 1381
182 210 228 999
659 175 958 1361
125 1005 575 1288
78 471 225 708
470 475 944 1035
275 131 485 359
15 269 213 398
602 281 921 390
203 55 670 175
5 357 248 1069
98 874 323 1233
557 1020 920 1463
159 1060 758 1232
157 126 782 796
273 508 989 778
209 9 354 1312
111 96 598 1171
163 762 531 1029
267 278 696 1100
20 1226 400 1454
111 32 673 693
381 1006 595 1153
315 164 561 1492
276 275 807 841
87 102 860 297
278 486 622 902
435 864 985 1170
453 9 999 828
556 74 737 406
41 681 409 813
383 860 1001 949
429 857 935 1239
226 1051 672 1193
177 603 811 786
418 1026 942 1478
126 529 468 971
70 96 369 815
167 837 902 1321
557 540 577 1057
341 933 814 1354
323 17 841 199
236 26 620 569
798 325 1010 484
525 83 766 902
125 65 511 1188
262 1 580 1319
24 600 611 796
757 722 852 920
88 434 798 916
157 146 605 1181
181 631 276 1186
24 228 138 229
417 1300 669 1417
617 1248 999 1261
921 377 1052 1414
57 24 950 1144
150 1093 977 1095
83 11 214 1484
419 852 696 1310
271 294 921 1231
401 36 560 1021
333 346 724 574
628 270 726 604
693 416 978 660
339 800 800 1267
145 29 580 849
159 295 809 1412
765 1101 972 1319
120 590 573 789
500 574 1017 1011
426 5 738 602
294 615 450 1408
213 125 933 169
388 373 514 1353
616 34 704 1092
105 231 558 1199
20 1010 640 1502
206 359 858 1314
576 158 770 1338
45 1367 874 1442
386 755 546 1336
745 1168 1040 1502
106 214 1022 264
389 1029 758 1233
546 1045 887 1492
189 1238 722 1376
189 839 994 1217
923 104 990 628
271 325 1023 923
586 763 814 1056
44 469 581 1094
420 967 761 1158
290 27 824 1382
327 396 505 697
106 158 108 1213
468 998 498 1245
138 413 602 1299
265 1074 773 1295
839 567 974 1343
231 952 973 1066
481 131 829 691
250 993 958 1164
593 279 704 742
303 703 900 1105
404 1016 699 1502
