3506 2708 1603
265 1399 1723 2289
1672 1362 2496 2290
2972 748 3141 1355
1344 2113 1428 2186
22 1164 3210 1945
1104 695 3318 2005
285 2475 2566 2665
904 713 1742 2567
2076 768 3473 869
1575 946 3174 2408
1313 1652 1794 2477
0 77 696 509
144 2222 3037 2224
1747 1776 2469 2568
2329 730 3234 1976
2030 598 2101 1710
1546 979 2741 2468
99 1430 2897 1456
194 429 3153 2690
1714 1719 3285 2673
2461 1493 2917 1612
242 1539 1529 2159
745 1455 2796 1814
1817 323 2254 2607
434 657 1558 670
597 525 1271 2500
1815 180 3338 647
1163 1253 2790 1321
1510 210 2089 368
2487 1549 2776 1924
5 615 337 2165
1911 632 2099 1685
1649 597 1988 2620
1991 739 2159 2022
1848 1666 2756 2236
161 1547 2534 2365
633 697 2908 1531
2131 715 3117 2451
2519 229 3028 2243
1022 113 3262 1399
414 216 1238 464
1217 657 2290 2213
890 108 1522 704
866 1771 1452 2257
1802 73 2245 1997
450 1893 2459 2703
1627 956 2184 1465
2316 1876 2681 2133
1018 1172 3373 2553
1844 1007 1937 2095
1726 8 3213 131
2253 197 2455 2484
1611 1146 3033 1480
117 364 642 1855
1128 140 1573 237
1646 1108 2413 1741
2659 1581 2716 2456
610 991 2652 2098
1730 581 1873 2416
670 1777 719 2612
1165 916 2848 1894
1553 94 2632 1118
139 1879 383 2279
1042 544 1823 1630
1329 151 2464 1156
163 543 3436 2161
1727 656 3254 803
908 1482 1552 1751
1515 1021 1829 2189
215 1092 2704 1134
302 1268 3423 2374
1771 1319 2324 1320
495 1928 1823 1934
2140 923 3366 2197
762 146 1923 229
873 1052 2232 2169
541 133 1580 2486
940 677 2720 1374
2605 459 2617 1546
418 387 1712 1409
2009 256 2859 1979
534 1489 1755 1700
1749 641 2623 2661
815 232 1811 2452
735 105 759 1644
455 305 1366 775
940 827 2878 1979
1472 1301 2598 2233
75 755 1363 904
1912 949 3147 1973
2815 134 3262 2311
931 991 1210 2578
2196 1957 2681 2335
421 1288 1669 1902
1547 155 2965 1703
538 121 1620 253
