2000 2000 1999
1 1 1144 357
1 1 1489 12
1 1 49 1452
1 1 275 1226
1 1 543 958
1 1 332 1169
1 1 830 671
1 1 127 1374
1 1 1101 400
1 1 203 1298
1000 1000 1416 1084
1 1 539 962
1000 1000 1494 1006
1000 1000 1214 1286
1 1 1266 235
1 1 569 932
1 1 541 960
1 1 933 568
1 1 1134 367
1000 1000 1404 1096
1 1 1205 296
1000 1000 1082 1418
1 1 1177 324
1 1 1186 315
1 1 732 769
1 1 1103 398
1000 1000 1055 1445
1 1 128 1373
1 1 283 1218
1000 1000 1041 1459
1 1 264 1237
1000 1000 1119 1381
1 1 793 708
1 1 1111 390
1 1 281 1220
1 1 280 1221
1000 1000 1445 1055
1000 1000 1070 1430
1000 1000 1029 1471
1000 1000 1113 1387
1 1 188 1313
1 1 1425 76
1 1 1029 472
1000 1000 1198 1302
1 1 1461 40
1 1 1050 451
1 1 1232 269
1000 1000 1442 1058
1000 1000 1002 1498
1000 1000 1454 1046
1 1 734 767
1 1 868 633
1000 1000 1124 1376
1 1 587 914
1 1 366 1135
1 1 1334 167
1 1 758 743
1 1 40 1461
1 1 1422 79
1 1 907 594
1 1 621 880
1 1 1300 201
1000 1000 1096 1404
1 1 642 859
1 1 413 1088
1 1 1221 280
1000 1000 1313 1187
1000 1000 1499 1001
1 1 736 765
1000 1000 1488 1012
1 1 948 553
1 1 930 571
1 1 431 1070
1000 1000 1409 1091
1 1 564 937
1 1 703 798
1 1 125 1376
1000 1000 1228 1272
1000 1000 1318 1182
1 1 1113 388
1 1 826 675
1 1 910 591
1 1 155 1346
1000 1000 1296 1204
1 1 1148 353
1 1 1319 182
1 1 874 627
1000 1000 1098 1402
1 1 1044 457
1 1 1066 435
1 1 1229 272
1000 1000 1344 1156
1 1 1274 227
1000 1000 1347 1153
1 1 144 1357
1 1 47 1454
1 1 839 662
1000 1000 1262 1238
1 1 1191 310
1000 1000 1331 1169
1000 1000 1455 1045
1 1 1301 200
1000 1000 1069 1431
1 1 152 1349
1 1 1212 289
1 1 1356 145
1000 1000 1412 1088
1 1 1322 179
1 1 963 538
1 1 1497 4
1 1 270 1231
1000 1000 1134 1366
1 1 444 1057
1 1 218 1283
1000 1000 1059 1441
1 1 469 1032
1000 1000 1403 1097
1000 1000 1351 1149
1000 1000 1240 1260
1 1 717 784
1 1 625 876
1 1 505 996
1 1 954 547
1 1 557 944
1 1 567 934
1 1 1463 38
1 1 1471 30
1 1 1498 3
1 1 308 1193
1 1 1081 420
1 1 1155 346
1000 1000 1153 1347
1 1 769 732
1 1 117 1384
1 1 711 790
1000 1000 1217 1283
1 1 1271 230
1 1 1394 107
1000 1000 1438 1062
1 1 1314 187
1 1 996 505
1 1 656 845
1000 1000 1335 1165
1 1 4 1497
1 1 493 1008
1000 1000 1103 1397
1 1 1051 450
1 1 65 1436
1000 1000 1411 1089
1 1 983 518
1 1 319 1182
1000 1000 1382 1118
1000 1000 1022 1478
1 1 482 1019
1000 1000 1303 1197
1 1 120 1381
1 1 1202 299
1 1 474 1027
1 1 1448 53
1000 1000 1367 1133
1000 1000 1239 1261
1000 1000 1374 1126
1 1 532 969
1000 1000 1423 1077
1 1 1331 170
1 1 1219 282
1000 1000 1376 1124
1000 1000 1299 1201
1000 1000 1180 1320
1 1 359 1142
1 1 1070 431
1 1 1351 150
1000 1000 1257 1243
1 1 1197 304
1 1 878 623
1 1 239 1262
1 1 991 510
1 1 1273 228
1000 1000 1076 1424
1000 1000 1387 1113
1 1 761 740
1 1 1230 271
1 1 495 1006
1000 1000 1276 1224
1000 1000 1475 1025
1000 1000 1150 1350
1 1 75 1426
1000 1000 1407 1093
1 1 540 961
1 1 255 1246
1 1 739 762
1 1 399 1102
1 1 1395 106
1 1 411 1090
1000 1000 1491 1009
1 1 919 582
1 1 979 522
1 1 585 916
1 1 943 558
1000 1000 1289 1211
1 1 665 836
1000 1000 1149 1351
1000 1000 1463 1037
1000 1000 1241 1259
1 1 668 833
1 1 105 1396
1000 1000 1256 1244
1000 1000 1415 1085
1 1 424 1077
1 1 816 685
1 1 805 696
1 1 217 1284
1 1 1416 85
1 1 407 1094
1 1 1451 50
1 1 212 1289
1 1 632 869
1 1 529 972
1000 1000 1178 1322
1 1 376 1125
1 1 238 1263
1 1 649 852
1 1 149 1352
1 1 1076 425
1 1 172 1329
1 1 1277 224
1000 1000 1350 1150
1000 1000 1101 1399
1 1 614 887
1 1 300 1201
1000 1000 1447 1053
1 1 1182 319
1000 1000 1317 1183
1 1 222 1279
1 1 913 588
1 1 1078 423
1 1 762 739
1 1 1150 351
1 1 1500 1
1 1 1045 456
1 1 610 891
1 1 598 903
1 1 1004 497
1 1 1018 483
1 1 476 1025
1000 1000 1084 1416
1 1 58 1443
1 1 645 856
1 1 326 1175
1 1 1092 409
1000 1000 1043 1457
1 1 599 902
1 1 534 967
1000 1000 1353 1147
1 1 310 1191
1 1 702 799
1 1 977 524
1000 1000 1003 1497
1 1 965 536
1000 1000 1179 1321
1 1 800 701
1 1 107 1394
1000 1000 1118 1382
1 1 729 772
1 1 853 648
1000 1000 1094 1406
1 1 1071 430
1 1 889 612
1 1 1187 314
1000 1000 1164 1336
1 1 215 1286
1 1 1268 233
1 1 1240 261
1000 1000 1490 1010
1 1 489 1012
1 1 949 552
1 1 850 651
1000 1000 1184 1316
1 1 159 1342
1 1 456 1045
1 1 108 1393
1000 1000 1195 1305
1 1 515 986
1000 1000 1255 1245
1 1 311 1190
1000 1000 1500 1000
1000 1000 1008 1492
1 1 1083 418
1 1 646 855
1000 1000 1090 1410
1 1 1136 365
1 1 506 995
1 1 985 516
1 1 368 1133
1 1 1445 56
1 1 1032 469
1000 1000 1371 1129
1000 1000 1406 1094
1 1 747 754
1 1 440 1061
1 1 1201 300
1000 1000 1301 1199
1000 1000 1107 1393
1 1 211 1290
1 1 1015 486
1 1 385 1116
1 1 352 1149
1 1 205 1296
1 1 1251 250
1000 1000 1231 1269
1 1 584 917
1 1 1085 416
1 1 327 1174
1 1 1352 149
1 1 1000 501
1000 1000 1285 1215
1 1 1128 373
1 1 662 839
1000 1000 1234 1266
1 1 1404 97
1 1 1253 248
1 1 1346 155
1 1 791 710
1 1 224 1277
1 1 447 1054
1000 1000 1464 1036
1 1 94 1407
1 1 1077 424
1000 1000 1015 1485
1 1 1362 139
1 1 150 1351
1 1 390 1111
1000 1000 1481 1019
1 1 929 572
1 1 166 1335
1000 1000 1321 1179
1000 1000 1123 1377
1000 1000 1381 1119
1000 1000 1140 1360
1 1 410 1091
1 1 381 1120
1000 1000 1440 1060
1 1 825 676
1000 1000 1238 1262
1 1 48 1453
1 1 786 715
1 1 767 734
1 1 154 1347
1000 1000 1378 1122
1000 1000 1326 1174
1 1 892 609
1 1 886 615
1 1 586 915
1 1 1069 432
1 1 130 1371
1 1 170 1331
1 1 1310 191
1000 1000 1133 1367
1000 1000 1211 1289
1 1 289 1212
1000 1000 1166 1334
1000 1000 1315 1185
1 1 908 593
1 1 873 628
1000 1000 1414 1086
1 1 552 949
1 1 1325 176
1 1 1002 499
1 1 484 1017
1000 1000 1268 1232
1 1 432 1069
1 1 348 1153
1 1 1382 119
1 1 443 1058
1 1 405 1096
1000 1000 1205 1295
1 1 74 1427
1000 1000 1485 1015
1 1 1170 331
1 1 430 1071
1 1 808 693
1000 1000 1087 1413
1 1 723 778
1 1 1165 336
1 1 340 1161
1000 1000 1453 1047
1 1 37 1464
1000 1000 1498 1002
1 1 38 1463
1000 1000 1311 1189
1 1 99 1402
1 1 781 720
1 1 1377 124
1000 1000 1037 1463
1 1 834 667
1 1 884 617
1 1 620 881
1000 1000 1329 1171
1 1 828 673
1 1 647 854
1 1 551 950
1 1 673 828
1 1 67 1434
1 1 118 1383
1 1 577 924
1 1 370 1131
1 1 341 1160
1 1 603 898
1 1 604 897
1 1 683 818
1 1 855 646
1 1 777 724
1 1 798 703
1 1 558 943
1 1 1137 364
1 1 1279 222
1 1 1006 495
1 1 32 1469
1 1 274 1227
1 1 1387 114
1000 1000 1418 1082
1 1 1390 111
1000 1000 1073 1427
1 1 660 841
1 1 799 702
1000 1000 1109 1391
1 1 924 577
1 1 463 1038
1 1 104 1397
1 1 704 797
1 1 1008 493
1000 1000 1428 1072
1 1 470 1031
1 1 617 884
1 1 1031 470
1 1 1423 78
1 1 1391 110
1 1 904 597
1 1 1088 413
1 1 546 955
1000 1000 1449 1051
1 1 652 849
1 1 1388 113
1 1 862 639
1000 1000 1190 1310
1 1 322 1179
1 1 634 867
1 1 168 1333
1 1 1439 62
