3145 3229 324
211 1554 1753 2135
927 662 2655 2386
956 651 2314 790
1378 1453 2373 2774
242 2672 2698 2890
122 844 1289 1051
1214 407 3001 2849
63 2046 1356 2201
86 2074 2212 2947
242 331 2189 1890
726 684 2331 2958
2568 975 2740 2836
306 1044 426 1884
368 1321 1449 2838
142 584 1432 2281
150 382 454 2053
858 975 1222 3124
1496 1394 2358 1717
1586 1189 2344 1195
56 471 2220 939
1523 1968 1639 2611
523 1032 2475 2094
362 1016 574 1207
873 119 1512 1757
554 692 1715 978
651 2427 1091 3111
2531 466 3027 2364
52 41 457 839
1119 1495 1819 2469
653 364 766 1978
585 1391 2227 2631
2424 480 2819 1961
2253 2571 2292 2927
1604 843 1982 2854
768 246 1084 2524
961 1122 2452 2063
720 5 1268 2753
2438 1596 2761 2980
413 224 1785 1374
1253 2748 2943 3225
539 2116 2633 2636
1773 377 2302 2426
469 130 1008 1861
43 2781 1815 3065
238 829 2063 1105
771 110 2344 3131
1754 935 3051 1021
1823 1802 2193 2701
2351 64 3083 3152
796 1467 2035 2488
40 64 170 2047
1517 980 1939 986
1848 870 2866 1485
649 233 1545 1210
1093 321 1174 2847
141 987 2256 2417
291 292 2127 668
1041 1215 2380 3040
2304 1934 3045 2529
1951 1963 2140 3125
238 156 1008 3033
2232 1487 2743 3202
1263 2290 1648 3065
2231 2897 2380 3198
1289 2373 2708 2503
1872 2685 2588 2859
716 1607 2522 3195
2080 890 2473 2962
865 355 1839 1716
823 227 1345 1256
1828 1401 2991 2556
796 987 1145 1131
318 828 1528 1433
45 407 1814 521
706 510 2303 1340
118 1244 1889 1631
1673 970 1773 2423
589 1206 1267 1399
196 1779 795 2858
1146 1965 1836 2913
1466 451 2471 3208
84 823 785 2347
1260 2394 2013 2691
1380 333 1647 602
130 847 535 866
1055 1296 2539 1360
898 2779 2444 3138
324 1062 1034 1306
1601 2888 2188 3214
1094 50 2314 3160
529 857 1736 2346
64 1787 1327 2414
87 1613 2523 2721
2102 2279 2121 2339
353 1392 1589 1424
174 1401 1942 2595
436 117 2142 2315
125 1092 2707 2902
95 121 1400 2329
1308 1160 1831 1704
316 733 1455 2483
53 1478 96 1762
1153 581 2440 840
1675 1106 2836 3130
2268 108 2861 644
947 2071 2851 2529
1005 2236 2242 2822
458 2738 1565 3223
612 382 2886 651
710 1143 1425 1551
457 146 2776 152
2138 1974 2487 2047
929 2491 2755 2953
828 173 2230 406
1016 389 1779 1672
1384 476 2670 1382
602 1483 2269 1950
1045 341 2150 2786
1665 1682 2352 2152
1951 438 2938 1402
896 175 1638 1209
1085 1789 1755 2011
1380 1790 1637 2971
733 405 1804 3056
1190 1715 1216 3084
1121 717 2353 1255
1018 1651 3039 2145
940 1093 1751 3203
1077 756 1689 1889
749 185 2104 388
140 1216 1359 1572
1889 576 2629 2848
1222 743 3057 1727
2616 661 2926 869
