3111 3692 168
928 77 1874 2545
706 665 1439 2915
1595 1764 2029 1839
1713 2700 2132 3016
2875 703 3043 2969
703 198 1516 3277
2570 762 2804 2597
983 872 2345 1863
290 995 596 2000
389 2585 2853 3212
35 1345 1869 1568
1229 378 2299 2344
2299 906 2366 1319
901 2961 1751 3264
1050 409 1569 930
1292 1344 1568 1891
518 225 737 1390
932 1196 1966 2496
695 2270 2278 3567
201 442 859 2535
1204 868 1845 3121
1225 1864 1297 2680
150 1494 2155 2267
988 874 2883 3481
1206 331 1769 1439
1274 1805 2157 3617
410 2154 830 2917
1291 3220 2658 3349
229 1702 756 2550
127 538 1439 820
1279 551 1932 1244
182 708 401 2124
1385 1319 1861 3050
1873 414 3050 1123
15 44 2281 2029
1493 450 2470 1621
51 259 2145 3113
112 352 1154 405
2677 236 3006 1866
2259 1367 2521 3527
2390 600 2538 2624
8 1016 2147 3080
1156 24 1636 3364
315 2310 2708 2504
399 440 2033 1507
1695 384 2459 2074
1745 1622 2689 3042
1699 291 2205 1949
787 737 1327 2668
1136 1047 2819 2181
323 924 2178 2391
159 1329 1668 2516
1173 481 1443 2640
1322 395 2014 2754
2054 500 2599 3152
443 120 2662 1403
2119 1547 2923 2493
281 2463 3025 3217
258 1254 1390 2270
697 1025 2835 2597
1448 2692 1496 3635
2001 1844 2683 3215
158 617 713 1400
2461 1398 2837 2743
1073 1214 1310 2524
2536 1344 2787 2066
652 1040 1133 1711
1720 34 2579 3088
320 713 2963 2448
2440 1740 2567 3396
473 253 2014 3179
1562 77 1990 3062
632 738 1972 2243
868 1216 1226 1480
493 686 2052 2434
1714 6 1774 2425
499 948 1459 3656
1592 1627 3008 2829
2030 1828 2831 2800
1331 2382 2969 3304
901 1206 1849 3596
1451 1511 1762 2781
2177 212 2989 822
239 58 1964 937
373 15 2210 1087
610 572 2868 1015
593 488 1241 1604
2820 1535 2866 2141
448 2014 2461 3511
99 1863 3030 1986
42 1425 991 2749
277 1008 1959 2491
2123 3102 2187 3514
624 1302 1346 3206
751 2733 1180 2760
397 621 2913 642
1424 3202 2099 3583
88 1045 526 2906
2337 2017 2369 2292
1680 1931 1858 3522
927 1302 2547 2014
1104 1681 1508 2264
2376 3125 2532 3576
1442 767 1970 3213
728 1595 2430 2827
1647 3478 2376 3496
2548 1505 2877 1850
783 201 2361 750
198 1043 311 2499
348 241 2241 2809
1772 2446 2606 3014
2446 3053 2937 3665
1999 533 2089 2810
213 721 1425 1140
185 2707 853 3074
690 271 777 683
1960 591 2789 1312
105 2194 1658 3494
291 1983 1987 2731
1053 1904 2060 2739
475 1082 3036 1755
991 398 2757 972
1146 2793 2384 3109
1622 626 2381 1943
590 62 2165 3294
395 1999 684 2158
92 1207 1283 1625
595 190 1805 326
1267 821 3026 3509
791 599 1951 1930
2701 1563 2973 2920
694 1791 773 2947
315 1460 1181 1517
1192 515 2010 1124
1065 2672 2007 3537
964 1146 1618 3082
2285 1157 2995 3441
2222 101 2579 2089
1227 2302 2022 2749
656 960 1303 1307
129 927 2403 3437
2664 1186 2963 2175
610 517 1189 1164
90 302 2681 486
1138 805 2848 2872
1551 640 1633 3428
1093 1240 2906 2515
1292 1351 1406 1984
877 3039 2023 3456
278 77 1274 651
852 96 2582 2238
452 1602 3088 3116
1218 1919 2337 2189
114 1492 1155 2340
689 431 2785 505
644 2112 975 2705
1346 540 1352 2031
1125 517 2321 3294
1851 539 2307 2530
1114 1401 2298 2606
1740 1429 2740 3558
711 1907 762 3538
624 614 1051 2944
1187 949 1806 2636
1947 1118 2004 1790
233 2773 599 3559
1001 524 2804 1723
1360 1973 2602 3593
