2864 2850 579
73 180 1517 1877
229 506 1687 1781
16 2555 878 2775
848 1115 2051 2514
1441 790 2802 910
287 225 544 2510
987 311 2022 1640
27 389 913 2094
949 1975 1403 2346
158 971 838 1658
427 1285 1258 2335
357 1432 2654 2522
49 655 2702 2424
234 473 1636 1456
229 1323 1487 2740
1402 599 1916 2735
211 121 265 384
935 180 2017 2260
1143 927 1589 2253
2037 960 2655 2350
1310 545 1885 1172
1555 735 2042 1761
314 1971 2694 2536
1117 147 2080 451
652 63 1426 2831
1213 863 1814 2499
141 745 2301 1235
1289 133 2256 1934
1654 231 2502 885
787 1385 979 2423
1108 990 2391 2806
649 2635 1985 2668
1780 2079 1963 2753
870 1622 974 2237
457 153 2321 2256
597 778 713 1138
1191 229 2470 2080
1300 1748 2557 2427
944 709 2069 2548
191 241 806 1132
833 49 2494 2078
13 286 759 2434
957 2204 2422 2696
2430 892 2585 1355
340 147 1011 1117
1139 675 2522 1162
2147 2104 2430 2359
166 2142 2170 2692
191 1623 1008 1808
2422 683 2469 1712
915 1576 2629 2180
1711 630 1787 801
1296 1897 1497 2785
1740 102 2247 670
1483 484 2425 1070
1733 2280 1762 2328
833 57 1711 1683
2598 260 2761 2816
519 714 949 1193
378 673 2019 2171
651 272 1591 1218
349 1417 1494 2523
581 1020 1156 2618
993 2086 1088 2843
1139 1175 2821 2071
108 2274 2697 2717
16 283 2174 1146
658 443 1332 1913
603 1781 1809 1926
269 464 1209 1657
787 213 2276 778
227 387 2786 1865
1232 883 2614 1819
1908 1108 2728 2303
1721 1003 2367 1403
652 1478 2238 1865
547 1601 1120 1824
1051 1400 2450 1835
967 598 1013 2784
2037 792 2373 1426
249 2274 516 2542
533 2083 2038 2257
335 1989 1097 2145
563 902 1248 1478
428 1236 1388 2204
2714 946 2780 1372
130 2163 1964 2795
123 1958 1241 2530
1054 1632 2277 2045
1806 1267 1844 2408
1567 863 2859 2517
528 1122 802 2421
1793 115 1955 2491
1562 1867 2254 2576
664 1569 1648 2551
1901 551 2252 2356
1101 33 1662 1852
260 1183 1278 2294
201 1371 1083 2057
1656 717 2573 1989
976 27 2558 1154
331 622 2855 892
1479 2628 2597 2775
115 1407 1303 1469
2054 1696 2737 2494
458 40 2850 736
952 804 2841 2770
1509 1209 1946 2071
734 861 2592 1879
2821 807 2846 2722
20 1230 1456 2035
1522 801 1948 1734
313 417 332 2739
230 1979 2376 1982
569 1238 1740 2590
2515 92 2836 1672
1232 1907 2428 2747
346 1083 1540 1663
1398 2664 2790 2701
1161 922 2236 1992
796 2333 2598 2683
687 555 2232 2824
1316 310 2303 1069
25 359 1214 1952
55 1367 1255 2648
126 266 2170 1081
130 642 804 2785
3 1431 1667 2319
1619 539 2304 2223
1794 782 2198 937
1771 249 2400 1296
239 543 2618 566
597 95 2855 2783
1425 551 2716 2761
73 2120 771 2560
413 913 1171 2195
1058 41 1878 2473
996 2461 2045 2842
546 926 1783 2034
1037 210 1199 1358
1240 285 2771 590
1627 2325 2828 2831
414 238 2259 924
1490 1385 2657 2466
710 22 2599 831
128 661 2186 1943
433 125 2171 1950
1168 1197 1326 2620
61 118 1818 2054
796 101 2010 1152
122 2600 2367 2654
1782 517 2658 1571
892 1261 2724 1584
1266 1836 2434 2327
1390 1457 2317 2826
1478 750 2094 1187
1516 1523 2202 2337
1235 2022 1961 2107
1309 1590 2022 2642
696 395 931 1965
91 1765 2150 2256
881 294 2273 1823
1716 1012 1985 1041
1850 1235 2634 1972
942 2329 2122 2463
15 1472 1639 1688
194 522 1963 1365
733 1695 1722 2287
2281 2368 2819 2780
1920 174 2264 2505
1984 365 2201 449
277 983 1077 2201
1192 926 1784 1841
375 1559 1241 2519
2125 1602 2399 2205
1648 1709 2855 1977
1669 429 1929 2379
400 2680 2551 2767
1002 579 2194 2493
1928 413 2413 2291
58 1473 2690 2662
387 631 1938 1053
1558 231 1715 2424
1646 1142 2454 1747
656 1111 1008 1308
360 0 1148 2412
1056 254 2360 1781
334 607 643 1331
327 361 1680 1332
864 213 1732 407
1725 517 1873 2055
1209 1362 1387 2707
931 283 1266 2783
356 1141 1366 1289
1967 2060 2363 2832
315 1407 1082 2497
1876 1908 2286 2345
589 271 865 1391
363 997 661 2413
345 781 439 1418
1318 1043 1710 1307
1052 1106 1946 2829
717 556 1812 1485
653 164 723 333
36 483 2368 1004
2580 1873 2850 2304
1228 137 1302 228
214 516 2328 998
127 1025 2253 1105
1777 6 2018 355
1365 495 2364 1932
1256 5 1924 2266
1204 35 1836 2172
418 864 1855 932
1297 331 1646 2564
233 467 1092 2296
568 1632 1646 2711
110 70 532 2255
1014 1569 2473 1948
924 1524 1657 2485
820 794 1980 880
1467 77 1882 643
524 14 1562 836
1865 544 2701 1049
811 374 834 869
618 49 2490 2194
296 1181 1483 2770
796 62 1579 1912
757 353 2747 1625
1376 554 2712 1409
179 41 2809 1924
1061 810 1798 1109
431 944 961 2687
445 728 2245 1022
2451 6 2798 2667
34 1332 1900 2074
1102 550 2086 1461
931 2304 1155 2664
2689 292 2794 2555
1646 510 2547 2467
142 376 419 2326
437 898 478 2364
2123 404 2286 2841
1740 503 2291 2658
841 218 1187 759
1699 1106 2544 1165
150 315 653 1935
1259 1197 2727 2562
1602 1980 2385 2634
949 1 2661 1656
508 846 896 2754
958 1143 2254 2691
157 20 768 1612
812 1851 1050 2444
92 875 1393 1685
313 1770 2028 2711
772 1501 1771 1953
928 1441 2243 1776
191 407 877 1536
287 64 2679 920
881 611 2385 1165
213 1068 2182 1489
2417 376 2779 2116
1602 346 1867 550
2460 110 2731 1674
22 297 2155 452
1439 448 1603 2480
739 199 850 2394
758 95 2226 906
495 126 2741 2318
741 297 812 1286
51 183 785 2832
92 201 1088 634
737 2078 1810 2365
795 1142 823 1863
514 592 2438 1131
1518 177 2504 1574
891 850 1437 2122
458 1301 1396 2635
1164 1110 1967 2834
453 1044 2242 2831
1772 2232 2211 2726
699 1098 2719 1472
1733 1705 2365 2777
65 836 2554 1303
415 1035 429 2788
606 1465 2428 2195
2189 60 2524 1209
1917 149 2813 548
54 1294 791 1891
1399 1542 2019 2228
336 990 1731 1257
664 171 2045 2286
1240 29 2470 80
108 47 2341 2350
1087 140 1180 1858
261 150 386 2653
721 645 1655 1952
389 959 530 1045
1074 864 2152 2061
191 281 2148 2022
323 2263 1556 2451
426 2075 2316 2604
502 634 2026 863
2367 91 2782 1340
1584 1773 1899 2425
396 1579 2860 1752
149 1329 1962 1453
985 2012 1046 2424
456 2333 553 2525
64 1759 2446 2820
1072 2060 2338 2368
1495 1938 2224 2202
630 911 2004 1573
932 26 2172 2804
1231 42 2582 2646
604 1339 2457 2495
2196 1329 2557 2527
517 264 1057 1678
673 738 1139 1395
780 285 1325 2234
145 432 656 836
719 221 1334 599
2342 1550 2369 2316
1122 395 2518 2476
141 207 722 405
2655 708 2826 2704
1617 20 2647 2143
461 100 565 790
178 1387 430 2601
676 216 1605 682
1652 251 2841 498
1421 833 1975 2842
1810 1781 2129 2786
1810 1810 2408 2026
254 1118 398 2243
30 401 1866 824
390 483 1023 1206
101 235 1529 373
239 49 1247 1659
2399 333 2459 2580
2155 37 2767 371
1051 1034 2625 2696
1252 18 2863 2482
61 870 200 1275
1396 158 2816 774
186 1005 796 2539
1038 291 2596 2322
1046 607 1410 2463
592 2213 1723 2710
50 1992 1682 2779
291 1852 2137 2739
490 136 2065 2246
217 882 2804 2191
1711 953 2777 2706
843 264 2693 873
1568 1118 2508 2188
1686 727 2038 1834
43 729 1730 1083
219 668 2433 1756
179 1914 1096 2586
1079 1035 1490 2387
900 187 1386 1474
2288 331 2396 636
805 589 2489 1224
1864 28 2705 788
2353 370 2545 2493
2510 1778 2730 2435
438 308 1710 1925
1072 1296 2237 1575
167 679 300 2613
1212 412 1639 803
1618 375 1884 2066
415 1193 790 2197
1259 370 1414 2050
2202 819 2699 2319
156 1522 365 1622
2330 931 2840 1460
72 782 2017 1409
145 1229 2313 2229
2511 1029 2726 1566
1068 1657 1958 1829
1525 74 1635 999
1178 1681 1800 2530
1182 1479 1663 1597
2137 2338 2684 2723
976 645 1155 1585
245 2423 2610 2554
2326 290 2598 1231
555 468 2752 1837
1195 184 1590 909
711 823 850 2601
2199 99 2801 626
2083 1373 2615 1575
1974 780 2734 1654
518 1194 946 2637
733 2165 2733 2697
1687 207 2638 2840
1753 733 2682 1670
1125 2617 2096 2783
156 270 2186 2680
2302 9 2590 177
883 1354 1966 2471
1585 2670 1988 2832
983 582 1667 1595
996 482 1911 2176
2428 573 2781 2443
473 1349 2578 1692
808 78 1397 2666
542 606 812 770
2198 898 2241 2031
442 902 1108 2464
2294 624 2325 1380
2473 285 2794 532
360 1418 661 2105
298 1237 2446 1768
542 1429 2618 1668
453 1376 566 2793
919 1962 1565 2711
1163 1 2768 1144
44 2363 1301 2550
984 304 2601 1905
1656 739 2560 843
1791 488 2225 596
2189 1174 2668 1808
1861 30 2453 994
420 533 1063 2199
416 1879 1052 2443
840 691 1094 2033
971 565 2204 2044
199 72 1901 564
544 912 1936 1654
685 837 2317 1386
2125 360 2399 2509
1252 278 2677 1832
104 25 625 1989
311 1236 2522 1570
1655 2094 1936 2144
215 1285 2668 1359
1045 327 1650 655
680 240 2659 1348
1067 1860 2298 2019
1348 126 1490 2294
500 384 1847 2559
671 1676 1738 2684
2086 1777 2645 1836
959 294 2234 360
433 832 2184 2659
76 428 2714 2586
287 1907 2425 2375
1067 736 2534 1565
1799 63 2610 422
916 632 1193 1740
1463 1960 2729 2399
12 1719 1215 2483
816 604 1163 2279
252 1360 2751 2390
859 1818 1442 2568
205 705 1885 2495
915 296 2717 1972
1133 1023 2595 1076
1739 277 1742 2293
389 1346 912 2101
687 897 894 2218
1965 1433 2731 1725
355 294 1158 494
183 295 288 2715
355 2504 1178 2755
1043 578 1748 2519
974 2482 2457 2666
1550 319 2385 1866
1322 150 2708 1084
388 463 1192 1265
900 775 2034 2625
963 569 1342 1132
2367 626 2472 1467
2725 475 2833 1319
898 1652 2679 2312
2021 708 2106 959
932 255 2212 591
748 436 2232 2720
1676 150 1768 2343
628 2444 897 2608
378 1831 1607 2198
243 344 534 2324
17 373 619 2548
187 933 267 1162
1365 555 2670 1371
1310 315 1519 1136
2217 31 2714 2519
1010 2004 1248 2124
345 901 1148 1743
99 355 2639 738
1878 423 2102 2836
709 1398 970 1565
936 843 2452 2511
739 973 2161 1130
1279 667 2429 1028
492 1998 2736 2673
879 49 955 132
11 614 2693 2417
891 766 2787 1709
2208 447 2209 2227
2065 193 2102 1674
1453 907 2100 1807
320 2290 1898 2549
1623 2331 2114 2635
968 2673 1248 2728
158 915 2653 1066
773 2089 1947 2498
291 2535 313 2837
571 292 1769 813
874 488 1428 790
1359 987 2757 2634
391 932 1248 2214
822 1978 1191 2240
663 681 781 1505
338 196 1350 1580
449 601 1969 2766
1498 812 1878 2618
394 42 713 1370
216 1277 531 2731
405 1586 1898 2038
4 583 1125 789
1436 471 1493 582
353 1935 714 2255
1893 2286 2432 2463
464 2344 2252 2641
288 1851 2372 2849
805 304 1919 2727
2259 1531 2783 1595
38 302 1419 2785
214 254 1296 419
2204 128 2327 1310
1140 357 2831 1859
2013 670 2547 743
1296 1052 2448 1638
1808 864 2808 2235
