3878 1995 679
15 877 1760 1552
1781 409 3608 570
2060 652 3016 1836
3085 36 3348 1902
2684 1491 2842 1979
1446 382 1774 1203
2185 1182 2673 1185
2442 212 3771 214
1345 389 3535 1713
1518 1501 2974 1539
2121 1010 3763 1710
2843 1039 3590 1147
1557 552 3533 1468
3047 25 3411 1357
172 448 209 770
1104 801 2767 1086
1692 444 2918 523
3143 972 3801 1855
2 1108 1634 1270
1001 300 3578 1634
326 884 1636 1705
910 1834 1706 1866
596 889 952 937
1909 495 2025 1166
1320 602 2558 1481
916 60 3746 1626
2968 449 3776 1532
112 1416 1601 1787
666 413 3389 972
9 99 3224 166
2003 159 2875 1698
413 1024 3421 1329
916 636 3479 661
325 375 3863 1025
2406 1555 3629 1936
2092 329 2627 1589
971 114 1902 1044
480 179 2052 1029
1360 317 3802 1096
1591 815 3700 1152
860 1292 1274 1925
836 782 2218 816
385 936 3587 1278
453 1065 2757 1311
200 299 3578 589
1584 439 2062 585
1062 316 1787 1224
677 888 1245 1887
1457 1020 2551 1895
394 977 1220 1926
2001 431 3061 845
2736 299 2828 1419
2293 1103 3859 1226
2495 1172 3284 1578
1671 154 2645 302
225 716 1996 844
2188 1454 3519 1605
476 408 967 1812
1378 739 2370 843
685 724 950 1191
269 634 3331 778
231 765 319 895
369 350 1840 520
623 1504 2365 1865
602 838 743 931
89 598 3577 1518
1732 747 3166 1134
1702 317 3713 1733
176 409 1761 701
1366 328 2931 1455
1875 1009 3676 1489
909 826 1156 1054
872 312 965 626
1013 643 1647 850
321 1003 2151 1741
885 15 2163 1637
1132 974 3534 1535
491 1937 1542 1946
1035 304 3234 981
1366 1100 3850 1867
541 32 1922 814
37 190 203 1506
192 650 1676 714
1253 384 1490 751
1509 1905 2026 1964
2425 299 2756 1658
1210 446 3864 1323
1274 11 1898 79
533 421 2951 1581
2200 753 2563 1710
3275 1582 3504 1727
1278 1359 2740 1773
695 143 2847 1533
1688 351 3092 1740
2815 290 3532 1214
1139 1172 2296 1667
1962 470 2667 726
1237 1518 2546 1563
574 107 1987 948
1830 365 1900 874
1412 302 3308 818
742 282 1197 1047
1389 718 1775 1870
808 49 1016 1571
1291 766 3192 995
676 1356 3528 1547
1944 253 3008 1189
929 206 2324 1986
1415 531 2729 1484
425 317 2382 617
1830 270 3878 1528
1117 1442 1897 1978
39 372 3266 446
1747 1495 3545 1832
630 1522 2508 1749
1639 620 3015 1739
2334 1468 3030 1485
47 1526 1791 1970
1078 386 3235 1625
501 324 634 1982
1055 605 3484 1873
2523 991 2735 1045
484 398 783 675
1591 911 2674 1799
368 69 2553 70
82 27 1053 1878
1755 1359 2081 1415
264 161 1236 389
1359 1118 2272 1970
1277 1186 3242 1964
2271 394 3674 1961
2912 476 3339 1297
329 1131 2809 1961
2698 289 3155 403
522 226 2422 1636
1901 789 2884 1688
375 133 1628 1854
788 803 2305 1660
2283 292 3308 1299
472 1175 1942 1450
152 777 3755 1974
1949 57 3181 1171
2574 152 3179 669
1377 341 3290 924
1387 40 1997 1861
1591 236 2174 1030
1591 1319 1915 1586
1544 731 3300 794
250 573 3036 1682
676 92 3443 1910
96 122 1386 1626
150 278 3288 961
2150 1034 3334 1191
3290 259 3494 589
102 1474 1378 1514
575 471 678 1242
2627 62 3191 81
1709 1021 2465 1371
235 632 1648 735
1863 303 3220 1984
278 1396 994 1402
1235 1164 2816 1499
216 1385 3808 1420
65 488 2218 1345
1413 627 3107 1308
122 1464 3562 1803
1697 983 2313 1237
881 322 2847 483
1468 341 3487 1014
643 1704 787 1805
1185 933 3064 944
405 1095 3212 1590
2464 540 3041 807
1440 221 2316 1066
1446 1021 2984 1281
2859 218 3805 455
1862 153 1903 1353
1640 8 3777 840
1642 745 2591 1197
1230 839 2285 966
674 1231 2731 1504
974 551 2911 710
1491 70 3746 1147
1016 16 2082 1820
2377 1243 2528 1735
135 339 1530 1175
1160 445 3567 1246
