2802 2909 1905
97 2004 651 2642
867 581 917 1236
276 1516 2749 1957
641 2357 702 2807
2166 133 2265 2382
31 1992 365 2415
1720 1308 2013 1843
1197 992 2508 2847
98 388 2371 2665
1585 2038 2186 2857
1377 70 2401 2080
378 2315 1201 2547
43 594 2768 1436
847 25 1988 2177
119 311 2411 2383
187 414 2155 2840
1345 1342 2040 2132
1063 502 1989 732
220 1654 1691 2377
1420 1238 1453 2214
129 1037 620 1924
398 1847 1320 2846
356 890 1608 940
729 2416 2373 2504
1381 245 1775 2134
1669 860 2518 2520
94 367 1111 1461
1342 232 1845 1741
267 1903 868 2411
1066 1635 2330 2137
1435 647 2579 2713
348 623 1621 995
999 307 1378 1521
1250 1998 1311 2885
331 301 1423 1107
2 110 2313 2192
1414 878 2156 2907
467 1902 1865 2578
1415 26 1434 1863
1615 1218 1632 2275
825 60 2193 1141
957 1621 1578 2658
812 134 2471 1384
1651 353 2671 923
1032 2109 2359 2788
739 379 2205 2109
334 1969 896 2753
1957 508 2597 1631
1449 768 2788 2013
23 440 1890 2234
188 2629 487 2811
133 1772 1427 2887
692 940 1243 1393
44 1386 1669 1776
1460 436 2481 1201
1853 1206 2738 2711
721 1816 1093 1848
571 23 616 613
467 334 2169 2760
1821 912 2363 2335
1751 455 2759 2497
1154 1713 2017 1751
838 1431 1122 2814
53 2338 1790 2732
858 1383 2088 2384
382 1507 2332 2186
505 2063 2579 2270
2648 2326 2754 2852
563 17 1339 2610
2117 36 2650 2251
428 34 1292 1634
837 28 1516 602
1996 1702 2170 2276
935 1903 2082 2660
1687 434 2462 1969
50 1513 161 2108
1008 2760 2079 2771
293 383 1732 2472
1577 501 2274 2005
931 1425 2522 2562
1077 886 1153 2670
858 233 2230 1845
1513 2371 1532 2420
419 688 725 1716
525 1424 2704 1689
393 1428 996 2206
1781 475 2288 1541
1704 214 2425 1765
1063 822 2577 948
1503 1499 2025 2642
1099 860 1178 1314
2037 2097 2600 2287
1208 119 1764 1354
23 37 1746 1975
1478 1930 1811 2569
364 936 2416 1340
453 1042 1204 2115
1062 2607 2035 2792
536 1675 1130 2074
1270 1701 1490 1884
374 875 1059 2292
569 1485 1695 2843
164 1754 2670 2380
481 649 899 2292
839 146 2741 1446
80 1394 1925 2119
2006 468 2703 1022
716 299 1066 1607
1033 1955 2007 2332
749 1323 1336 2336
190 561 1690 1096
1759 1043 2660 2601
754 641 832 2287
292 442 1146 1193
2338 324 2682 1576
2492 260 2690 1944
1599 1470 2610 2134
1834 921 2638 2838
273 165 500 243
1536 1399 2101 2687
1083 292 2287 844
932 828 2608 1025
954 769 1078 2744
457 129 2056 963
1447 264 2597 1466
1348 64 2351 2070
1513 384 1541 962
988 120 1558 691
1010 789 2223 1059
538 1229 2276 2430
1232 2412 1859 2469
2300 434 2780 1748
1693 601 2576 2243
2763 338 2775 1755
797 2302 2278 2702
353 1444 2379 1979
935 691 1549 1796
1483 2668 2439 2797
262 2814 2738 2896
586 1510 892 1978
735 2729 1619 2873
500 202 1143 624
72 1656 1780 2386
1444 335 1452 817
1446 1099 2694 2084
1867 2440 2797 2707
160 933 338 1890
450 420 1302 445
1135 139 2755 2840
716 1143 1239 1571
550 2015 926 2368
1711 13 2529 2710
1243 683 1483 2631
976 523 2056 2653
1623 1370 1702 2862
19 306 2585 532
250 803 1359 806
852 1600 2191 2592
253 980 1169 1373
167 2463 1513 2773
465 553 2443 2015
2173 2212 2565 2433
254 60 2054 880
118 1702 728 2846
105 24 2352 1012
986 1338 2645 2165
569 933 881 2615
1697 1258 2265 2272
138 2161 626 2365
2000 2594 2782 2680
641 885 2610 2236
2208 2409 2770 2852
1992 1175 2777 1227
974 1341 2528 1879
2420 893 2683 1355
427 382 2100 1958
687 791 1525 1516
308 645 1230 2298
234 1042 1780 2122
1616 380 2070 2444
162 567 1115 2526
829 149 909 1121
574 2444 1809 2583
1354 935 2435 2580
628 1143 963 2647
654 413 2685 1254
261 2320 1912 2464
697 593 2552 1552
2507 1530 2608 1863
2011 1417 2314 2253
108 1543 1832 2126
1083 718 2474 2563
1373 1993 1799 2058
854 455 1425 1678
2323 318 2571 377
525 1327 1873 2059
1161 1723 1677 1758
702 993 2303 2830
1305 1431 1858 2460
647 2135 2175 2533
1992 1661 2105 2196
1720 295 2740 2243
77 656 2279 2686
202 152 1907 638
879 152 1169 1019
238 617 2443 1633
857 1148 2439 1195
633 1128 1970 2130
1744 399 2651 885
220 88 407 1745
1434 418 2512 1250
434 626 477 1555
968 221 1477 1162
284 950 1783 1203
723 512 1003 2062
1128 511 1625 812
1773 607 2222 1240
85 2315 1544 2695
1668 1678 1714 1795
112 2303 1503 2723
196 408 1502 2381
1618 534 2513 831
368 169 1518 2571
1110 1617 1716 2202
1234 354 1994 582
1861 942 2430 2213
2513 614 2518 975
11 1858 2168 2789
429 2562 1473 2908
651 1381 1045 1710
708 955 806 1226
526 623 1860 869
672 10 1439 65
153 1172 1522 2035
42 1625 816 1654
1458 862 2695 1208
824 150 1846 2754
1934 11 1972 623
834 1387 1372 1885
849 355 1007 558
1223 482 2180 529
1672 692 1795 720
646 1014 1268 1759
496 363 2094 1197
1384 110 1528 1649
2305 2047 2346 2692
581 1864 1518 2626
1409 692 1717 2484
1663 1861 2355 2433
31 1364 1333 2056
1121 459 1366 730
161 1191 2263 1870
828 151 2656 445
460 1568 919 1977
494 2417 927 2441
1207 399 1934 2812
813 1639 1168 2818
1226 463 2191 2539
260 1064 495 2792
129 71 1968 1824
559 513 2073 2196
985 662 1791 1535
2356 1948 2528 2424
189 1943 2434 2636
429 130 551 1379
475 1037 2213 1102
960 2656 1752 2887
200 1223 736 2188
1884 421 2507 2692
1802 1913 2543 2201
1333 990 1440 2239
2015 2195 2299 2732
1518 1157 1659 2299
1525 2129 2015 2280
849 672 1230 2492
1567 2210 2773 2431
1450 1092 1886 2299
958 1398 2414 1848
898 932 1987 933
2089 1496 2802 1893
780 1080 2801 1675
285 209 2426 2638
13 621 2535 1430
578 1597 1002 1779
1140 2169 1403 2849
1740 1498 2710 1736
561 1965 734 2716
2440 2472 2620 2668
1978 910 2462 1123
301 532 1558 1376
1794 1103 2039 1684
380 1161 490 2729
1106 1634 1764 2647
915 876 1719 2648
1664 806 2503 845
1121 254 2487 2613
858 656 2323 1496
254 1609 1039 2381
193 1011 425 2037
1306 478 1567 2416
403 1412 599 1697
1187 622 2596 1638
2184 634 2215 1182
445 2607 2458 2799
560 1030 1494 1683
462 1753 670 2626
475 1024 1915 1098
915 872 2133 2277
1047 1972 2266 2711
986 34 1669 1541
1447 832 1844 1534
1386 127 2182 132
1100 529 1354 2338
1608 301 2783 875
527 884 2736 1864
535 949 952 2253
1001 878 1235 2271
589 50 2396 2032
181 894 535 1867
1075 711 2543 1279
1995 158 2689 2149
1087 1920 1395 1973
185 438 534 449
1109 1022 1714 1871
1814 2450 2420 2817
1118 756 1304 760
2077 186 2391 1077
2457 532 2569 1552
174 924 984 1317
1324 1524 1744 2308
934 1175 1184 2187
301 600 745 2113
12 228 1456 2475
2026 177 2402 1068
1877 1241 2177 1690
1712 81 2358 573
996 245 1528 2021
863 2300 1044 2386
209 2308 2623 2313
1787 1533 2799 2703
966 1100 2221 2616
985 325 2654 707
581 462 984 1802
141 1747 167 1887
1479 323 1936 2166
547 934 705 1690
476 221 543 2875
264 476 2236 1113
770 2092 982 2309
1800 377 2200 701
420 233 2530 2567
1400 64 1750 2879
676 433 1241 2829
202 541 1679 678
518 38 1396 727
342 1781 1297 2862
466 187 727 323
1295 934 2165 2039
848 743 2296 1527
1343 2458 2131 2602
2052 1224 2690 2420
1616 1693 2018 2477
2557 171 2778 1172
878 315 2298 2681
765 2139 2579 2807
1456 1917 2647 1975
1564 1137 2280 1808
155 1211 674 2210
1122 1183 1798 2779
1076 93 2453 1505
1180 436 1504 776
767 384 1205 1073
823 1359 1552 2516
150 899 252 1734
571 72 866 1814
585 1568 674 2585
2201 2096 2312 2790
558 996 2283 1807
84 547 1611 1922
58 1607 380 2891
536 989 2277 2092
2177 1295 2514 2191
534 421 852 1483
826 1001 1840 2830
378 834 855 2049
478 1156 719 2356
19 878 42 1894
810 150 948 1907
32 2056 2007 2205
306 1825 1261 2765
512 883 1887 2089
272 279 391 2502
775 797 854 1592
1030 875 2427 2653
95 1025 1649 2139
1650 147 1870 2658
837 261 2093 1293
91 2063 1462 2353
1169 24 1902 2283
481 2224 1961 2766
163 571 1116 909
1777 326 2644 846
392 1095 2603 1813
513 1468 1720 2530
119 2187 816 2446
718 2188 1862 2810
840 302 1665 329
605 289 2415 1669
27 144 1539 465
345 130 1631 1403
520 1052 585 2424
126 306 2118 1411
955 881 2413 1574
698 155 2666 2167
1727 1328 1822 2761
1882 682 1902 1730
2586 21 2735 1601
312 979 1541 2805
573 382 2472 2575
2372 760 2714 2478
548 2083 690 2291
