4000 4000 4000
142 864 3060 884
455 902 1488 3251
2512 1666 3550 1888
484 606 2215 1351
321 1494 1964 2632
2466 1005 3183 1432
2748 1518 3760 2214
1166 39 3235 1929
239 303 2885 1926
2930 124 3939 1481
3428 526 3766 1046
2176 738 2699 2541
637 1037 1381 1801
604 359 3747 3881
2909 3407 3255 3553
1743 2694 2316 2732
3074 1463 3798 2770
1688 2466 2360 3907
28 2234 1610 3247
1249 1953 2095 2226
1931 909 2065 2567
1528 1558 3377 1651
328 1341 3577 2243
271 215 3354 2599
1731 433 3372 1459
2455 56 2583 949
1336 407 2532 2621
2569 2869 3524 3885
3671 195 3940 3947
2596 1034 3209 2494
2185 1271 3779 1449
438 624 1914 2056
381 1551 2646 3256
645 614 2201 2562
904 1661 1651 2358
2203 2338 3958 3330
2576 2510 3523 3957
1970 331 3782 1542
402 891 2298 3589
56 2353 1259 3977
698 527 2610 3407
2017 2057 3378 3612
1465 295 1803 1993
723 2549 1350 3838
2023 1980 2548 2243
1739 1827 3148 3081
684 1695 2215 2756
1754 1471 1889 3811
556 3355 1138 3875
343 434 2169 3363
1413 79 3129 2598
2865 569 3189 2312
2551 2641 3238 3280
164 1337 656 1756
1319 1786 2841 3444
1691 3648 1868 3742
1010 3108 2815 3366
1943 1006 3055 2162
129 2409 3614 3552
105 1827 2734 1837
1199 1331 2546 1782
883 1004 2596 2516
1730 2906 3874 2931
1335 80 3288 1545
1336 1525 1899 3271
1835 3089 2995 3453
2119 2683 2869 2802
1715 2696 2636 3443
2859 471 3243 901
2311 1137 3532 2757
332 2981 1133 3642
2290 2706 2973 2797
2868 2053 3026 3990
1431 605 3108 2650
610 889 1931 2781
1361 2214 3028 2755
583 1692 3027 2628
1970 1627 2915 2072
1382 1262 3601 3464
2012 3201 3846 3593
3364 24 3792 2967
1265 3052 3172 3928
45 1168 477 2213
225 161 494 2852
1411 921 1495 1628
4 455 3859 2396
1014 432 3259 3369
163 585 1436 1963
2850 1228 2961 2001
2806 2036 3363 3134
365 514 3867 814
1955 74 3673 836
2025 2798 3962 3162
1775 3024 3563 3142
1913 849 1967 2718
571 2779 2445 3853
284 1473 1263 3912
1282 261 3799 3299
511 3142 2996 3150
1862 1355 2750 2455
1489 318 2384 2613
1413 516 1899 3714
2673 178 3097 3830
812 1174 1576 1288
1095 178 3935 2388
1985 991 2744 1738
1006 2993 1194 3089
2138 1205 3262 3640
2546 2025 3564 2036
1622 1175 1696 3863
3868 2812 3945 3880
2044 1873 3507 3563
2950 2262 3337 2379
127 2160 969 3213
2968 1830 3607 1998
1006 1025 3524 3774
1330 685 1692 3194
3397 764 3634 3868
2715 3198 3805 3315
256 1908 3371 3507
3053 176 3343 2753
2581 1893 3093 2242
722 247 3394 553
43 1912 1812 3524
1568 3191 2015 3701
2288 766 2355 3122
974 384 1067 3135
873 924 2608 3046
491 968 2202 1905
1333 1805 3656 2515
856 295 1624 2444
168 459 3340 3902
811 1716 1817 1917
2751 3320 3570 3737
175 908 3804 3699
2896 1984 2987 2638
2658 1592 3943 1934
509 1498 1059 3856
667 1021 2636 3346
116 1639 202 1766
129 1429 3542 2509
2130 2180 3179 3807
1973 694 2048 2713
1025 1355 1362 2563
3011 1329 3492 3148
1620 2496 3564 3692
593 2075 2170 3890
1145 2273 3184 3989
16 1045 3241 3899
1509 2 3847 1555
