1320 2656 153
185 1798 669 2176
69 649 1233 1885
563 229 1295 1077
754 656 862 700
3 437 1065 1265
593 1251 706 2494
519 1461 1027 1740
50 659 191 1137
259 814 766 865
154 815 576 2608
408 537 1033 1801
1190 110 1251 2100
294 462 861 1971
827 1239 932 1428
781 2221 1029 2644
1010 896 1313 2172
808 742 1295 1650
494 863 1205 2485
889 1525 1178 1750
33 418 414 1646
9 946 504 2497
188 1511 575 2206
456 247 1172 343
202 2268 625 2514
213 2012 674 2410
159 180 222 2041
322 741 799 2529
1123 2143 1254 2166
772 2035 819 2351
756 1449 1218 1961
11 401 1163 2542
326 75 1038 646
875 20 1191 782
794 1864 821 2225
334 518 392 2126
409 682 915 719
66 578 1273 1989
676 1114 1296 1887
207 305 896 872
114 1083 1204 2485
113 14 460 1940
133 902 159 1770
674 1123 1009 2064
228 1340 908 2170
110 372 483 1108
121 2141 850 2475
827 100 1277 105
224 84 276 2013
256 424 618 1361
977 23 1302 2574
50 341 266 2232
280 1462 1195 2232
851 128 990 644
89 277 1261 352
337 366 827 997
565 66 761 1253
798 20 1031 2142
86 451 1024 2465
704 1651 1232 2420
959 754 1047 1332
909 172 1085 1708
715 1514 1061 2595
591 940 984 1820
367 886 1109 2099
254 371 531 1923
210 232 933 934
30 1535 713 2040
269 149 1055 1932
678 242 699 1268
777 1786 1180 1824
396 420 477 2392
773 980 1014 1687
589 2035 1038 2328
966 1707 1226 2061
422 693 561 1601
12 546 1176 608
234 1345 1178 1815
509 2210 1112 2285
118 357 405 439
312 1165 949 2144
365 706 1047 1842
127 1758 594 2076
264 574 552 1453
248 515 750 696
523 1838 614 2577
65 2074 1216 2097
284 50 923 90
334 210 918 1719
666 1048 1007 1232
310 1556 747 2099
643 1223 948 1573
545 307 648 1489
1054 1802 1146 2241
385 214 799 723
207 2357 222 2498
930 777 1151 2188
83 11 964 1576
559 438 1167 2406
825 1264 899 1590
74 1553 295 2096
1038 270 1278 2624
681 162 900 1782
1271 150 1277 198
113 515 1058 860
307 371 1019 1367
369 1936 882 2339
128 1784 1120 2520
786 792 1110 1077
27 579 755 1225
501 190 898 1153
474 1272 659 2646
248 1666 692 1986
147 693 483 1569
592 271 761 2276
772 484 1251 1076
394 2402 529 2475
331 579 747 727
237 1109 394 1346
757 405 1111 1167
815 1996 894 2178
126 266 1138 910
26 177 785 1537
605 1790 1091 2599
333 1265 449 2087
134 1094 308 2633
613 2066 1268 2077
555 1523 1179 2004
905 447 1284 711
290 438 1316 2582
387 552 443 1129
844 504 1287 798
262 425 1166 1145
369 116 923 1803
160 2448 756 2576
75 1796 285 1950
725 928 1205 1644
28 795 1036 904
391 216 1085 382
53 271 922 903
55 434 602 2488
358 1133 474 2100
1237 1027 1265 1745
569 1466 1279 2418
147 1420 1074 1658
757 535 1257 1482
455 42 858 2176
752 2251 1169 2389
163 162 864 1464
109 230 597 1478
52 148 452 2337
242 317 1105 547
128 727 1320 1945
686 1841 756 1954
