3739 447 588
744 275 3683 288
130 409 410 419
1337 173 3539 390
1760 233 3428 356
1570 245 1712 362
811 135 2142 337
1505 115 3189 283
645 242 2021 320
72 372 3492 420
1048 200 1788 300
1786 4 2041 84
525 217 1787 414
529 143 2493 404
3179 124 3690 212
374 83 1681 255
307 223 1058 250
1703 339 3334 425
2057 105 3197 323
1284 6 2001 245
1185 250 1665 291
2093 402 3066 402
5 60 3656 394
379 55 1314 221
1924 394 3325 438
378 109 1744 368
129 72 1117 88
1670 105 2179 178
485 115 3311 142
1920 291 3501 386
1567 134 2099 243
1817 88 1952 378
2323 127 3732 292
81 10 356 242
596 123 2940 408
378 201 2040 241
89 77 2589 405
798 7 2372 92
1354 272 2195 412
2574 229 3087 299
1637 128 3084 325
1605 56 2804 289
310 81 3246 435
2805 12 3377 330
417 52 576 272
778 289 2683 446
1139 252 1482 414
15 175 1016 414
2681 138 3430 409
1211 188 1831 312
1043 217 2023 346
64 56 500 442
2590 382 3177 421
1067 200 1975 402
124 161 1929 232
2048 256 2827 389
607 415 1100 417
2206 66 3128 268
683 214 2059 266
503 248 1897 339
1295 288 1352 350
799 37 3196 429
543 95 2503 406
1829 46 3438 143
408 25 1366 323
905 50 1996 371
162 68 3162 198
1330 149 3372 394
1030 231 3149 369
470 20 937 243
1158 33 2955 318
1936 43 3236 72
515 6 3056 47
313 107 3661 271
2488 78 3084 165
1921 69 2428 432
1490 120 3725 377
233 356 2654 407
2142 89 3231 110
1406 43 3284 379
2153 166 2439 294
735 56 3280 277
1949 378 2688 416
479 41 1483 414
14 177 2735 406
142 1 278 237
1713 325 1800 359
29 157 3087 315
579 186 2114 361
2457 263 3107 406
105 66 157 381
2125 181 3518 227
13 222 1772 382
397 86 2597 200
2443 40 3686 104
1063 181 1395 338
3181 63 3279 438
1068 35 2013 329
612 37 1900 124
2300 149 2596 273
3264 49 3279 445
185 82 3072 251
1123 150 2306 157
401 283 653 410
2106 376 3565 399
2073 271 2665 300
426 234 1546 280
1420 7 2556 365
776 16 958 302
663 216 1201 416
918 4 1027 270
2551 106 2933 183
1052 36 2890 50
3220 359 3604 414
