2108 1212 195
1446 315 1822 765
1081 203 1749 909
174 910 1379 920
522 31 784 1116
10 370 190 1079
136 87 162 189
678 292 1195 459
147 31 1956 1095
557 250 979 338
1560 66 1618 288
300 232 1771 580
835 885 1937 1089
975 877 1195 1103
420 276 579 918
470 153 1653 542
480 47 505 654
1185 340 1724 484
580 555 1700 705
387 50 1619 703
728 879 1460 915
240 121 1842 230
567 657 677 1093
728 754 1007 974
1520 107 1629 874
1214 204 1622 249
1257 805 1984 834
861 91 1944 552
1294 543 1890 953
1197 198 1774 514
324 453 514 940
306 338 717 648
894 960 1161 987
268 16 1882 579
266 225 1167 583
45 693 1688 1075
28 344 1077 1088
1940 825 2063 982
522 496 1766 622
298 245 1076 649
910 116 1618 781
203 929 1450 977
482 667 1612 725
713 686 1251 1155
666 627 1024 1197
1653 345 2030 402
676 210 1731 787
404 568 430 1208
187 206 513 902
95 76 510 991
1453 106 1945 210
377 185 510 800
1367 55 1594 670
336 65 427 937
356 224 1805 559
201 707 2001 1006
1339 157 1725 1076
902 767 1425 1116
168 505 1416 676
288 485 1234 593
1649 523 1986 1056
317 376 1712 949
243 142 1520 1022
56 475 512 530
209 646 1047 704
1556 693 1877 868
321 459 1240 626
274 212 1990 561
1358 6 1764 1154
275 734 2059 1196
584 168 1407 577
1138 719 1374 969
891 939 905 1032
731 21 2013 450
615 202 653 395
1976 200 2047 917
618 610 1503 933
151 296 1666 462
386 655 750 1015
48 643 2098 992
1299 52 1471 171
266 313 823 426
199 749 1067 1044
205 902 333 950
678 272 2037 684
313 402 1502 716
402 657 677 961
316 940 1134 1080
367 368 1874 982
694 947 2075 1196
137 795 873 1082
486 289 1927 369
644 1039 1562 1053
1317 479 2006 902
552 127 818 1121
182 1018 370 1198
1288 456 1658 1133
1011 916 1969 1073
1809 323 2084 736
1471 379 2071 405
1275 622 1846 740
1351 150 1379 366
1289 459 1909 1113
10 76 699 323
1288 79 1404 1067
988 277 1977 659
717 205 1759 594
353 223 1398 1138
165 228 1617 910
258 197 1907 369
1657 882 1780 1205
703 156 1092 219
903 427 1338 595
211 414 1870 995
848 763 1160 1091
603 305 1001 393
1558 816 1957 911
911 864 1198 1087
420 769 1186 848
1469 416 1772 1121
746 590 1708 1090
1322 349 1691 398
508 275 2095 573
460 492 1446 799
737 749 949 925
291 137 594 225
1412 175 1447 969
1446 266 1904 899
1501 522 1926 921
471 865 1152 1122
41 60 2015 1093
19 494 1848 1060
996 207 2042 1023
666 135 1393 982
551 575 1789 801
1243 112 1598 351
430 99 679 738
263 15 1413 325
912 167 1990 1189
383 207 916 925
178 185 1452 196
563 220 2002 903
503 20 1771 175
255 262 1588 1131
957 591 1349 1183
61 566 129 767
1782 62 1841 140
70 168 320 1017
303 621 1385 992
269 368 762 429
67 434 981 1023
455 122 463 521
238 340 1908 1042
879 607 2005 1008
84 1072 915 1082
116 389 1665 1125
1986 2 2020 40
982 941 1023 971
409 648 1143 1136
394 412 525 574
482 357 911 992
61 325 672 627
226 640 1410 750
911 487 1069 1103
1122 160 1140 646
558 190 1575 1108
110 949 2088 984
289 7 1270 415
172 49 1612 1179
248 141 749 465
545 331 820 1160
483 699 1289 1123
312 132 1313 1090
734 1 856 710
1569 754 1791 1140
788 615 917 835
806 43 1292 753
1201 526 1478 995
436 74 1853 493
467 1124 1066 1158
584 504 1364 767
176 80 1630 200
78 451 669 488
496 1004 1430 1132
600 521 1649 963
812 476 1241 813
137 94 1206 220
1211 454 1785 677
63 810 906 991
626 219 1382 239
2070 821 2099 952
1025 141 1757 896
522 528 1628 1108
974 321 1525 841
909 1044 1141 1197
95 249 806 765
